order_id,customer_id,order_date,status
1238,51,2025-01-12,completed
1239,77,2024-04-18,completed
1240,39,2025-03-13,returned
1241,61,2024-05-03,completed
1242,4,2024-10-28,returned
1243,23,2025-05-11,completed
1244,114,2024-10-26,returned
1245,63,2025-02-15,completed
1246,114,2024-09-27,completed
1247,7,2025-01-01,returned
1248,39,2024-04-05,cancelled
1249,77,2024-12-06,cancelled
1250,68,2024-05-30,completed
1251,9,2024-03-10,completed
1252,82,2024-05-29,completed
1253,41,2025-08-04,completed
1254,64,2025-05-10,completed
1255,113,2025-08-07,completed
1256,98,2024-07-08,completed
1257,111,2024-05-12,completed
1258,103,2025-03-24,completed
1259,8,2025-02-14,completed
1260,74,2025-05-01,completed
1261,61,2024-05-12,cancelled
1262,62,2025-08-11,cancelled
1263,60,2024-04-03,completed
1264,49,2024-08-13,completed
1265,76,2024-05-04,cancelled
1266,36,2024-02-22,completed
1267,57,2024-10-07,completed
1268,95,2024-08-29,completed
1269,91,2024-08-31,returned
1270,36,2024-09-26,completed
1271,26,2024-02-03,completed
1272,26,2024-06-13,returned
1273,43,2024-07-28,completed
1274,112,2024-02-27,completed
1275,4,2025-02-01,completed
1276,98,2024-12-28,completed
1277,31,2024-10-29,completed
1278,24,2025-04-07,returned
1279,21,2024-04-06,completed
1280,75,2025-02-05,returned
1281,98,2024-05-22,completed
1282,84,2024-09-14,returned
1283,9,2025-07-18,completed
1284,76,2024-03-03,completed
1285,79,2025-03-18,completed
1286,115,2024-05-21,completed
1287,119,2025-04-30,completed
1288,16,2024-12-26,returned
1289,26,2024-04-08,completed
1290,49,2024-12-29,completed
1291,100,2025-07-28,completed
1292,76,2025-07-02,returned
1293,73,2024-05-12,cancelled
1294,21,2024-09-08,completed
1295,75,2024-09-21,completed
1296,58,2025-05-10,completed
1297,71,2024-05-08,completed
1298,72,2024-12-17,cancelled
1299,43,2025-02-18,completed
1300,115,2025-05-31,completed
1301,17,2024-04-28,completed
1302,73,2024-05-09,cancelled
1303,62,2024-06-13,returned
1304,11,2025-01-03,cancelled
1305,23,2025-03-27,completed
1306,113,2025-04-09,cancelled
1307,10,2024-11-21,returned
1308,53,2025-01-26,completed
1309,96,2025-07-04,completed
1310,27,2025-06-08,completed
1311,20,2025-01-24,returned
1312,62,2024-05-28,completed
1313,96,2024-09-19,completed
1314,93,2024-02-27,returned
1315,112,2024-10-31,completed
1316,32,2024-11-06,cancelled
1317,53,2025-01-13,completed
1318,2,2024-08-04,completed
1319,95,2025-03-17,completed
1320,26,2024-03-03,completed
1321,88,2024-09-08,completed
1322,71,2025-05-10,completed
1323,29,2025-02-13,completed
1324,120,2024-12-29,returned
1325,100,2024-04-27,completed
1326,27,2024-07-11,returned
1327,10,2024-04-24,completed
1328,74,2025-04-10,completed
1329,102,2025-04-28,completed
1330,47,2024-09-08,returned
1331,21,2025-01-19,completed
1332,21,2024-11-17,cancelled
1333,114,2025-06-13,returned
1334,113,2024-12-12,completed
1335,39,2025-03-11,returned
1336,11,2024-02-08,completed
1337,52,2024-09-04,completed
1338,43,2024-11-23,completed
1339,23,2024-02-08,completed
1340,73,2024-07-29,completed
1341,63,2025-07-30,cancelled
1342,40,2025-06-27,returned
1343,113,2025-01-28,completed
1344,65,2024-03-15,completed
1345,6,2025-05-16,completed
1346,54,2025-04-15,returned
1347,66,2025-04-03,completed
1348,21,2025-03-21,completed
1349,56,2024-07-25,returned
1350,76,2025-02-05,completed
1351,73,2024-05-19,completed
1352,73,2025-03-17,returned
1353,16,2025-03-12,completed
1354,58,2024-09-14,completed
1355,30,2024-04-19,returned
1356,108,2024-05-27,returned
1357,85,2024-08-17,completed
1358,59,2024-07-01,completed
1359,20,2024-06-29,completed
1360,34,2024-07-27,returned
1361,27,2024-04-18,completed
1362,107,2025-06-20,completed
1363,95,2025-05-05,cancelled
1364,95,2024-12-27,cancelled
1365,54,2024-07-04,completed
1366,13,2025-05-26,completed
1367,107,2024-12-07,completed
1368,98,2024-03-29,completed
1369,84,2024-04-16,completed
1370,77,2025-05-08,completed
1371,11,2025-02-12,completed
1372,14,2024-05-03,returned
1373,100,2025-07-04,completed
1374,77,2024-03-14,completed
1375,96,2024-08-11,completed
1376,102,2025-06-02,returned
1377,27,2024-04-04,completed
1378,20,2025-01-17,cancelled
1379,16,2025-07-01,cancelled
1380,31,2024-03-12,completed
1381,118,2025-04-24,completed
1382,88,2025-07-20,returned
1383,29,2025-02-07,completed
1384,50,2025-03-03,completed
1385,58,2024-03-25,cancelled
1386,109,2025-01-08,completed
1387,57,2024-05-07,returned
1388,114,2025-03-02,completed
1389,43,2024-07-03,completed
1390,16,2024-06-24,completed
1391,53,2025-03-08,completed
1392,100,2024-04-27,completed
1393,93,2025-02-20,cancelled
1394,57,2024-06-10,cancelled
1395,117,2025-07-24,completed
1396,109,2025-04-09,returned
1397,61,2024-02-19,completed
1398,53,2024-08-03,completed
1399,58,2025-06-12,completed
1400,39,2024-06-20,completed
1401,14,2024-11-29,completed
1402,84,2025-08-06,cancelled
1403,88,2024-03-10,cancelled
1404,58,2024-06-14,returned
1405,63,2024-07-07,completed
1406,32,2024-07-19,cancelled
1407,74,2024-03-16,completed
1408,61,2024-10-01,completed
1409,103,2024-11-18,cancelled
1410,75,2024-09-27,returned
1411,41,2024-12-13,completed
1412,33,2025-02-11,cancelled
1413,96,2025-04-27,completed
1414,50,2025-02-26,returned
1415,88,2025-04-04,completed
1416,34,2024-06-21,completed
1417,10,2025-06-07,completed
1418,91,2024-05-16,cancelled
1419,87,2024-06-07,completed
1420,16,2024-07-14,completed
1421,75,2025-07-10,completed
1422,73,2024-05-04,completed
1423,75,2025-01-23,completed
1424,71,2024-03-26,completed
1425,84,2025-02-17,completed
1426,64,2024-04-24,completed
1427,39,2024-02-29,completed
1428,19,2025-01-09,completed
1429,25,2024-03-11,completed
1430,78,2024-06-22,cancelled
1431,78,2025-05-05,returned
1432,2,2024-04-22,completed
1433,43,2024-09-08,completed
1434,91,2025-07-25,completed
1435,21,2024-11-22,completed
1436,52,2024-06-04,completed
1437,41,2025-04-05,cancelled
1438,104,2025-05-14,completed
1439,21,2025-06-26,returned
1440,89,2024-02-17,cancelled
1441,85,2024-10-05,cancelled
1442,26,2024-11-25,completed
1443,2,2025-01-27,completed
1444,96,2025-04-02,completed
1445,113,2024-04-28,returned
1446,61,2024-04-10,returned
1447,90,2025-07-04,returned
1448,91,2024-02-21,completed
1449,78,2024-03-16,cancelled
1450,64,2025-02-17,completed
1451,6,2025-01-31,completed
1452,59,2024-10-04,cancelled
1453,112,2024-05-17,returned
1454,57,2024-06-16,completed
1455,60,2025-08-13,completed
1456,109,2024-07-29,cancelled
1457,77,2025-06-05,cancelled
1458,32,2024-06-18,completed
1459,119,2025-05-14,completed
1460,51,2024-08-25,completed
1461,34,2024-03-14,completed
1462,53,2025-07-12,completed
1463,90,2025-05-30,completed
1464,8,2024-08-14,completed
1465,60,2024-03-20,cancelled
1466,57,2024-11-06,completed
1467,62,2025-04-23,completed
1468,74,2025-03-02,completed
1469,32,2025-06-23,cancelled
1470,82,2025-02-11,returned
1471,47,2024-04-25,cancelled
1472,72,2024-04-21,completed
1473,102,2024-08-03,returned
1474,51,2024-12-25,completed
1475,16,2025-01-01,cancelled
1476,51,2024-12-10,completed
1477,102,2025-04-12,completed
1478,116,2025-04-30,completed
1479,75,2024-03-15,cancelled
1480,60,2025-04-21,completed
1481,108,2024-03-30,completed
1482,113,2025-03-22,completed
1483,85,2024-07-13,completed
1484,26,2025-04-24,completed
1485,24,2024-04-09,completed
1486,109,2025-02-10,completed
1487,64,2024-03-05,returned
1488,27,2025-05-06,completed
1489,62,2025-04-30,completed
1490,96,2024-06-20,returned
1491,61,2025-03-14,completed
1492,111,2024-11-12,completed
1493,21,2024-02-27,cancelled
1494,32,2025-06-26,returned
1495,64,2024-05-31,completed
1496,44,2025-05-02,completed
1497,103,2024-11-19,cancelled
1498,81,2024-08-23,completed
1499,25,2024-04-16,completed
1500,31,2025-05-01,completed
1501,115,2024-12-24,cancelled
1502,59,2024-04-07,returned
1503,90,2024-11-24,completed
1504,29,2024-07-28,completed
1505,85,2024-09-17,completed
1506,34,2024-06-22,completed
1507,82,2024-02-27,completed
1508,91,2025-02-12,completed
1509,91,2024-06-12,returned
1510,17,2024-04-08,completed
1511,65,2025-06-05,returned
1512,68,2025-03-26,returned
1513,14,2024-06-08,completed
1514,109,2024-04-16,completed
1515,77,2025-07-14,completed
1516,24,2024-08-05,completed
1517,73,2025-06-29,completed
1518,23,2025-07-15,completed
1519,52,2024-07-18,completed
1520,56,2024-09-18,completed
1521,87,2024-11-17,completed
1522,43,2024-08-20,cancelled
1523,91,2024-11-08,completed
1524,107,2024-12-07,returned
1525,89,2024-05-06,returned
1526,109,2024-07-22,returned
1527,97,2024-07-07,completed
1528,112,2025-01-11,returned
1529,9,2024-03-01,completed
1530,9,2024-10-29,cancelled
1531,35,2025-04-02,returned
1532,108,2024-03-03,completed
1533,107,2025-08-12,completed
1534,109,2024-12-06,completed
1535,42,2025-03-22,completed
1536,76,2024-04-15,cancelled
1537,11,2024-07-11,completed
1538,71,2025-06-10,completed
1539,35,2025-01-14,returned
1540,26,2024-12-17,cancelled
1541,54,2025-01-19,completed
1542,24,2025-02-14,returned
1543,93,2024-05-19,completed
1544,41,2025-05-23,completed
1545,47,2025-05-06,completed
1546,26,2024-05-10,completed
1547,51,2025-02-28,returned
1548,71,2024-10-12,completed
1549,56,2024-12-17,completed
1550,29,2025-06-25,returned
1551,77,2025-06-25,completed
1552,82,2024-02-24,completed
1553,65,2025-07-02,completed
1554,41,2024-09-08,returned
1555,60,2024-03-21,completed
1556,50,2025-06-21,returned
1557,111,2025-05-27,completed
1558,89,2024-02-09,completed
1559,73,2024-06-17,completed
1560,61,2025-03-19,completed
1561,9,2025-03-17,completed
1562,95,2024-08-18,completed
1563,91,2024-11-22,completed
1564,64,2025-07-01,completed
1565,91,2024-11-13,returned
1566,115,2024-06-01,completed
1567,19,2025-03-10,completed
1568,58,2025-02-09,completed
1569,34,2025-07-06,completed
1570,84,2024-03-13,completed
1571,8,2024-06-20,cancelled
1572,57,2025-05-31,returned
1573,76,2024-07-02,returned
1574,85,2024-06-23,completed
1575,103,2024-12-23,completed
1576,65,2024-12-03,returned
1577,58,2025-07-04,returned
1578,89,2025-06-16,cancelled
1579,95,2024-12-03,completed
1580,6,2025-02-12,completed
1581,114,2024-05-23,completed
1582,97,2024-12-12,cancelled
1583,116,2024-02-28,returned
1584,78,2024-10-29,cancelled
1585,97,2024-09-21,cancelled
1586,10,2025-06-06,completed
1587,88,2025-02-24,completed
1588,115,2024-10-06,completed
1589,96,2024-05-23,completed
1590,6,2025-04-27,completed
1591,71,2024-07-05,completed
1592,116,2024-08-27,completed
1593,84,2025-05-28,cancelled
1594,11,2024-06-21,returned
1595,35,2024-12-29,cancelled
1596,79,2025-07-23,completed
1597,54,2024-07-27,completed
1598,89,2025-01-16,returned
1599,60,2024-10-28,returned
