order_item_id,order_id,product_id,quantity
192,1071,20,2
193,1071,16,1
194,1072,18,3
195,1073,1,1
196,1073,17,3
197,1073,9,3
198,1073,10,1
199,1074,6,1
200,1074,4,3
201,1074,5,1
202,1074,7,3
203,1075,12,2
204,1075,13,1
205,1075,12,2
206,1076,19,1
207,1076,8,2
208,1076,3,3
209,1076,2,1
210,1077,13,2
211,1077,18,2
212,1077,2,3
213,1077,1,3
214,1078,3,2
215,1078,14,3
216,1079,19,1
217,1079,17,1
218,1079,8,1
219,1080,9,1
220,1080,3,3
221,1080,9,3
222,1080,19,3
223,1081,6,2
224,1082,7,3
225,1083,13,1
226,1083,10,1
227,1084,19,2
228,1084,18,2
229,1085,5,3
230,1085,3,3
231,1085,12,1
232,1085,4,2
233,1086,3,2
234,1086,20,3
235,1087,11,1
236,1087,9,2
237,1087,16,1
238,1087,12,3
239,1088,14,1
240,1088,19,3
241,1088,13,1
242,1088,20,2
243,1089,3,1
244,1089,9,1
245,1090,5,3
246,1090,13,2
247,1090,12,1
248,1090,3,1
249,1091,15,2
250,1091,9,1
251,1091,5,1
252,1092,14,2
253,1092,18,3
254,1093,4,1
255,1093,3,2
256,1093,18,1
257,1093,20,3
258,1094,13,1
259,1094,10,2
260,1094,13,1
261,1095,19,3
262,1095,6,3
263,1096,6,1
264,1096,9,2
265,1096,9,2
266,1096,5,1
267,1097,14,2
268,1097,14,2
269,1098,3,2
270,1098,9,1
271,1098,16,3
272,1098,20,1
273,1099,4,1
274,1099,10,1
275,1099,13,2
276,1099,20,2
277,1100,15,2
278,1100,14,3
279,1100,20,1
280,1101,11,3
281,1101,7,2
282,1101,11,1
283,1102,11,2
284,1102,16,3
285,1102,8,2
286,1102,13,2
287,1103,12,1
288,1103,19,1
289,1103,19,3
290,1103,6,3
291,1104,15,3
292,1105,15,2
293,1105,3,2
294,1106,5,3
295,1106,10,1
296,1106,9,3
297,1106,5,3
298,1107,13,1
299,1107,15,3
300,1107,16,3
301,1107,13,3
302,1108,18,1
303,1108,12,3
304,1108,18,3
305,1108,3,1
306,1109,12,1
307,1109,20,1
308,1110,11,2
309,1110,4,1
310,1110,4,2
311,1110,8,3
312,1111,15,2
313,1111,13,2
314,1112,12,1
315,1112,16,1
316,1113,14,1
317,1113,4,3
318,1113,5,2
319,1114,11,2
320,1114,7,3
321,1114,16,2
322,1115,4,2
323,1115,15,2
324,1115,3,2
325,1115,2,3
326,1116,1,2
327,1117,6,3
328,1118,17,1
329,1118,18,1
330,1119,18,2
331,1119,15,1
332,1119,13,3
333,1120,6,3
334,1120,14,2
335,1121,20,1
336,1122,19,2
337,1122,13,1
338,1122,7,1
339,1122,9,3
340,1123,19,1
341,1124,12,2
342,1124,7,2
343,1125,9,3
344,1126,17,3
345,1126,11,3
346,1126,13,3
347,1126,13,3
348,1127,12,2
349,1128,20,1
350,1128,10,3
351,1128,19,1
352,1128,5,2
353,1129,8,2
354,1130,6,2
355,1131,17,2
356,1131,14,3
357,1132,19,2
358,1132,14,1
359,1133,18,3
360,1133,6,3
361,1133,6,2
362,1133,10,1
363,1134,11,2
364,1134,20,1
365,1135,1,2
366,1135,5,1
367,1135,13,3
368,1136,14,3
369,1136,16,2
370,1136,15,2
371,1136,6,1
372,1137,8,2
373,1138,9,1
374,1139,6,2
375,1139,19,3
376,1139,16,3
377,1140,19,1
378,1141,18,2
379,1141,18,1
380,1141,15,3
381,1142,14,1
382,1142,8,2
383,1143,15,2
384,1144,3,2
385,1144,4,1
386,1144,7,3
387,1145,20,3
388,1145,14,1
389,1145,20,1
390,1146,7,1
391,1146,19,2
392,1147,20,3
393,1147,6,2
394,1147,10,2
395,1148,17,3
396,1148,4,1
397,1148,14,1
398,1149,5,3
399,1149,5,1
400,1149,5,3
401,1150,8,3
402,1150,13,2
403,1150,5,3
404,1151,14,2
405,1151,15,1
406,1151,3,2
407,1152,12,2
408,1152,16,2
409,1152,19,1
410,1153,15,3
411,1154,3,3
412,1154,13,1
413,1154,14,1
414,1155,9,2
415,1155,10,2
416,1155,18,3
417,1155,5,3
418,1156,11,3
419,1156,2,1
420,1156,4,3
421,1156,15,1
422,1157,6,2
423,1158,1,2
424,1158,7,3
425,1158,5,3
426,1158,10,1
427,1159,3,3
428,1159,12,2
429,1159,3,2
430,1160,2,2
431,1160,10,3
432,1161,14,3
433,1161,3,3
434,1162,1,1
435,1163,3,1
436,1163,19,1
437,1163,17,3
438,1163,15,1
439,1164,11,1
440,1165,5,2
441,1165,3,1
442,1165,13,1
443,1165,4,1
444,1166,12,2
445,1166,5,2
446,1166,5,3
447,1167,3,3
448,1167,19,1
449,1168,15,2
450,1168,7,3
451,1169,14,3
452,1169,15,1
453,1170,4,1
454,1171,19,3
455,1172,12,2
456,1172,11,1
457,1172,8,2
458,1172,3,1
459,1173,1,3
460,1173,10,1
461,1173,17,3
462,1174,13,2
463,1174,2,1
464,1175,13,1
465,1175,8,2
466,1175,20,1
467,1175,17,1
468,1176,11,1
469,1176,13,3
470,1176,14,2
471,1177,16,1
472,1177,1,3
473,1178,1,2
474,1179,2,1
475,1179,13,3
476,1180,17,2
477,1180,14,3
478,1180,13,1
479,1181,9,1
480,1181,10,1
481,1182,5,3
482,1182,11,2
483,1183,10,3
484,1184,8,1
485,1184,8,1
486,1184,14,1
487,1184,15,3
488,1185,10,3
489,1186,4,1
490,1186,5,3
491,1187,6,2
492,1188,17,3
493,1188,9,1
494,1188,12,1
495,1189,4,1
496,1189,11,2
497,1189,9,3
498,1190,9,3
499,1191,16,2
500,1192,2,2
501,1192,19,1
502,1192,12,1
503,1193,4,3
504,1193,4,1
505,1193,17,1
506,1194,1,1
507,1195,16,2
508,1196,5,1
509,1196,2,3
510,1196,14,1
511,1196,11,1
512,1197,11,2
513,1197,3,3
514,1197,12,1
515,1197,17,3
516,1198,6,1
517,1199,13,1
518,1200,10,2
519,1200,11,1
520,1200,18,2
521,1200,1,2
522,1201,10,3
523,1201,10,3
524,1202,15,2
525,1202,19,2
526,1203,18,1
527,1203,5,1
528,1204,1,1
529,1204,18,2
530,1204,1,2
531,1204,1,3
532,1205,10,1
533,1205,7,3
534,1205,8,2
535,1205,16,1
536,1206,9,1
537,1206,2,1
538,1207,12,2
539,1207,3,3
540,1207,4,3
541,1207,5,3
542,1208,3,3
543,1208,19,1
544,1208,14,3
545,1208,5,1
546,1209,9,2
547,1209,13,3
548,1209,11,2
549,1210,9,1
550,1210,3,1
551,1210,5,3
552,1210,4,1
553,1211,6,2
554,1212,11,2
555,1212,4,3
556,1212,12,1
557,1212,15,2
558,1213,9,1
559,1213,3,1
560,1213,10,3
561,1213,20,1
562,1214,11,1
563,1214,3,3
564,1215,12,2
565,1215,17,1
566,1216,9,1
567,1216,1,2
568,1216,15,3
569,1217,4,2
570,1217,4,1
571,1218,1,1
572,1219,5,1
573,1219,13,2
574,1220,19,3
575,1221,3,1
576,1221,3,1
577,1221,15,1
578,1222,11,1
579,1223,15,1
580,1224,19,2
581,1224,13,2
582,1225,13,3
583,1226,6,2
584,1226,7,1
585,1226,9,2
586,1226,15,1
587,1227,20,3
588,1228,10,2
589,1228,14,3
590,1229,2,1
591,1229,9,2
592,1229,5,2
593,1229,7,3
594,1230,18,1
595,1230,13,3
596,1231,16,3
597,1231,16,2
598,1231,19,3
599,1232,13,2
600,1232,6,1
601,1232,11,3
602,1233,1,2
603,1233,2,2
604,1234,19,1
605,1234,6,1
606,1234,8,3
607,1235,9,3
608,1235,2,1
609,1236,12,1
610,1236,6,1
611,1236,19,2
612,1236,12,3
613,1237,12,3
614,1238,19,1
615,1238,16,3
616,1239,6,2
617,1239,2,1
618,1239,2,1
619,1240,1,3
620,1240,16,1
621,1241,20,1
622,1241,5,2
623,1241,6,2
624,1242,1,1
625,1243,4,3
626,1243,12,1
627,1244,13,3
628,1244,4,2
629,1244,10,2
630,1245,6,3
631,1245,14,3
632,1246,11,1
633,1246,18,3
634,1246,20,2
635,1246,8,3
636,1247,13,2
637,1247,10,1
638,1248,1,3
639,1248,19,2
640,1249,6,3
641,1250,20,1
642,1250,19,1
643,1250,16,1
644,1251,3,1
645,1251,12,2
646,1251,6,3
647,1252,11,2
648,1253,9,1
649,1254,3,2
650,1254,9,1
651,1255,2,2
652,1256,14,1
653,1256,14,2
654,1256,13,2
655,1256,18,2
656,1257,16,3
657,1258,6,2
658,1258,3,1
659,1259,1,2
660,1259,9,1
661,1259,3,2
662,1260,13,1
663,1260,3,3
664,1261,11,3
665,1262,1,2
666,1262,6,3
667,1262,14,1
668,1262,2,1
669,1263,7,1
670,1263,14,3
671,1263,18,3
672,1264,10,2
673,1264,8,1
674,1264,2,2
675,1265,5,1
676,1265,12,1
677,1265,14,1
678,1265,10,3
679,1266,7,1
680,1266,1,1
681,1266,6,3
682,1266,10,1
683,1267,4,2
684,1267,13,2
685,1267,16,3
686,1267,9,1
687,1268,6,2
688,1268,13,2
689,1268,6,2
690,1268,2,2
691,1269,15,2
692,1269,8,2
693,1269,19,1
694,1269,5,3
695,1270,3,3
696,1271,18,2
697,1271,19,1
698,1271,18,1
699,1272,17,2
700,1272,18,3
701,1272,16,3
702,1272,8,2
703,1273,3,2
704,1273,2,3
705,1273,19,3
706,1274,4,2
707,1274,6,1
708,1275,7,1
709,1275,2,2
710,1276,14,1
711,1277,20,2
712,1277,11,3
713,1278,3,2
714,1279,18,2
715,1279,9,3
716,1279,15,1
717,1279,20,3
718,1280,4,2
719,1280,5,1
720,1280,19,3
721,1280,19,1
722,1281,19,1
723,1282,18,2
724,1282,14,2
725,1282,13,3
726,1283,19,3
727,1283,16,1
728,1283,6,2
729,1283,13,1
730,1284,2,2
731,1284,11,3
732,1284,8,1
733,1284,16,2
734,1285,1,2
735,1285,10,2
736,1285,9,2
737,1286,8,1
738,1287,15,2
739,1287,9,3
740,1287,14,3
741,1288,7,2
742,1289,14,3
743,1289,16,3
744,1290,2,3
745,1290,6,1
746,1290,10,3
747,1291,5,3
748,1291,19,1
749,1291,6,1
750,1291,7,1
751,1292,2,2
752,1292,2,2
753,1293,9,2
754,1293,15,3
755,1294,4,3
756,1294,1,1
757,1294,12,2
758,1294,20,2
759,1295,16,3
760,1295,18,2
761,1296,6,2
762,1296,3,2
763,1296,1,2
764,1297,6,3
765,1298,8,3
766,1298,8,3
767,1299,9,3
768,1299,14,3
769,1300,1,2
770,1301,6,3
771,1301,1,1
772,1302,20,2
773,1302,9,2
774,1302,13,2
775,1303,9,1
776,1303,15,2
777,1303,17,3
778,1303,13,3
779,1304,1,3
780,1305,18,3
781,1305,20,3
782,1305,10,2
783,1306,16,1
784,1307,9,3
785,1307,11,2
786,1307,9,3
787,1308,7,1
788,1308,17,1
789,1308,2,3
790,1309,11,3
791,1309,5,3
792,1309,1,3
793,1309,16,2
794,1310,14,2
795,1310,13,3
796,1310,2,3
797,1311,11,3
798,1311,8,3
799,1312,12,3
800,1312,10,1
801,1312,18,1
802,1312,10,1
803,1313,5,3
804,1313,9,3
805,1313,18,1
806,1313,11,3
807,1314,8,2
808,1315,10,2
809,1315,11,2
810,1316,19,2
811,1316,15,1
812,1316,16,1
813,1317,16,1
814,1318,13,3
815,1319,14,1
816,1319,5,1
817,1319,7,2
818,1320,19,2
819,1320,5,2
820,1320,6,1
821,1320,16,2
822,1321,11,3
823,1321,2,1
824,1322,9,1
825,1322,6,3
826,1322,6,2
827,1322,3,1
828,1323,14,2
829,1323,14,2
830,1323,13,1
831,1323,2,3
832,1324,12,1
833,1324,11,3
834,1325,1,3
835,1325,1,3
836,1326,8,3
837,1326,12,2
838,1327,4,2
839,1327,17,3
840,1328,6,1
841,1328,2,2
842,1328,10,2
843,1329,14,3
844,1329,5,2
845,1329,16,2
846,1330,6,2
847,1330,1,1
848,1331,5,1
849,1331,1,3
850,1332,4,2
851,1332,2,2
852,1333,18,3
853,1333,2,3
854,1333,2,3
855,1334,1,1
856,1335,14,2
857,1336,4,3
858,1336,9,2
859,1336,5,1
860,1336,1,2
861,1337,4,3
862,1337,17,2
863,1337,20,3
864,1337,5,2
865,1338,17,3
866,1339,10,1
867,1340,16,1
868,1341,9,3
869,1341,7,2
870,1342,10,1
871,1342,2,3
872,1342,16,1
873,1342,16,2
874,1343,1,1
875,1343,3,1
876,1344,5,1
877,1344,17,1
878,1344,4,2
879,1344,8,2
880,1345,9,2
881,1345,2,1
882,1345,6,1
883,1346,12,3
884,1346,11,2
885,1346,4,1
886,1347,1,1
887,1348,11,2
888,1348,15,3
889,1349,3,2
890,1349,11,1
891,1349,4,2
892,1350,15,2
893,1350,13,3
894,1350,16,2
895,1350,6,1
896,1351,2,1
897,1351,4,2
898,1352,19,3
899,1352,15,1
900,1352,20,2
901,1352,12,3
902,1353,5,2
903,1354,4,2
904,1354,15,1
905,1354,3,2
906,1354,11,1
907,1355,11,3
908,1355,17,3
909,1356,14,3
910,1357,16,2
911,1357,13,1
912,1358,1,3
913,1359,17,2
914,1359,16,1
915,1360,16,2
916,1361,11,2
917,1361,2,3
918,1362,18,3
919,1362,13,2
920,1363,3,2
921,1363,15,3
922,1364,3,2
923,1364,15,2
924,1364,4,2
925,1364,1,1
926,1365,14,1
927,1365,18,3
928,1365,1,1
929,1365,20,3
930,1366,17,3
931,1366,7,3
932,1366,15,2
933,1367,2,1
934,1367,15,2
935,1367,18,3
936,1368,12,3
937,1368,15,1
938,1368,4,3
939,1368,8,1
940,1369,12,3
941,1369,10,3
942,1369,17,2
943,1370,2,1
944,1371,5,3
945,1371,14,1
946,1371,9,3
947,1371,7,1
948,1372,13,1
949,1373,7,3
950,1373,11,1
951,1373,14,1
952,1373,19,1
953,1374,15,3
954,1374,19,3
955,1374,5,2
956,1374,1,3
957,1375,18,2
958,1376,17,1
959,1376,19,1
960,1376,5,1
961,1376,13,3
962,1377,17,2
963,1377,14,3
964,1377,8,2
965,1378,11,2
966,1378,15,1
967,1378,5,2
968,1378,20,3
969,1379,18,2
970,1379,18,3
971,1379,7,1
972,1380,20,3
973,1380,10,3
974,1381,5,3
975,1381,6,3
976,1381,18,3
977,1382,4,2
978,1382,18,2
979,1382,19,3
980,1383,18,2
981,1383,14,1
982,1383,17,1
983,1383,1,2
984,1384,2,3
985,1384,2,1
986,1385,6,2
987,1385,9,1
988,1385,2,3
989,1386,7,3
990,1386,2,2
991,1386,15,1
992,1387,18,2
993,1387,8,3
994,1388,2,2
995,1388,13,2
996,1388,11,3
997,1389,1,3
998,1390,7,3
999,1390,15,1
1000,1390,12,3
1001,1391,7,2
1002,1391,15,1
1003,1392,6,1
1004,1393,13,1
1005,1394,9,3
1006,1394,9,1
1007,1394,6,3
1008,1394,9,1
1009,1395,15,3
1010,1395,5,1
1011,1395,5,2
1012,1396,20,3
1013,1397,16,3
1014,1397,18,2
1015,1397,3,3
1016,1398,17,1
1017,1398,6,3
1018,1398,3,3
1019,1399,14,3
1020,1399,18,2
1021,1400,12,1
1022,1401,11,2
1023,1401,12,2
1024,1402,20,3
1025,1402,16,3
1026,1403,4,3
1027,1404,15,1
1028,1404,20,3
1029,1404,8,1
1030,1405,13,1
1031,1405,13,2
1032,1405,18,3
1033,1406,1,3
1034,1406,12,3
1035,1406,17,2
1036,1407,2,2
1037,1407,7,2
1038,1407,17,1
1039,1407,4,1
1040,1408,3,1
1041,1409,14,1
1042,1409,7,3
1043,1410,3,3
1044,1410,5,1
1045,1410,15,3
1046,1410,11,1
1047,1411,3,1
1048,1412,9,3
1049,1412,3,3
1050,1413,9,2
1051,1413,13,2
1052,1414,14,2
1053,1414,1,2
1054,1414,4,3
1055,1414,1,3
1056,1415,19,1
1057,1416,12,3
1058,1417,10,3
1059,1418,20,1
1060,1418,10,2
1061,1418,13,2
1062,1419,16,1
1063,1420,5,3
1064,1420,13,3
1065,1421,5,2
1066,1421,12,1
1067,1421,18,3
1068,1422,4,1
1069,1422,1,3
1070,1423,18,3
1071,1423,3,2
1072,1423,7,3
1073,1423,12,1
1074,1424,17,1
1075,1424,6,1
1076,1424,8,3
1077,1424,9,1
1078,1425,6,3
1079,1426,18,2
1080,1427,10,3
1081,1428,9,1
1082,1429,19,2
1083,1429,11,2
1084,1430,8,1
1085,1430,10,3
1086,1431,7,2
1087,1432,15,2
1088,1432,20,3
1089,1432,10,3
1090,1432,19,1
1091,1433,11,2
1092,1433,6,1
1093,1433,11,1
1094,1434,14,2
1095,1434,12,1
1096,1435,16,2
1097,1435,15,2
1098,1435,10,2
1099,1436,6,3
1100,1437,9,1
1101,1438,9,3
1102,1438,3,3
1103,1439,1,3
1104,1440,19,3
1105,1441,19,1
1106,1441,2,3
1107,1441,9,3
1108,1441,18,2
1109,1442,12,2
1110,1442,8,3
1111,1443,5,2
1112,1443,17,3
1113,1443,3,2
1114,1444,17,1
1115,1444,8,3
1116,1444,6,3
1117,1445,15,1
1118,1445,6,3
1119,1446,16,2
1120,1446,2,1
1121,1447,8,1
1122,1447,9,2
1123,1447,8,1
1124,1447,7,3
1125,1448,13,2
1126,1448,15,1
1127,1448,2,3
1128,1449,4,3
1129,1449,17,3
1130,1449,9,3
1131,1450,19,3
1132,1450,19,1
1133,1450,13,3
1134,1451,12,3
1135,1451,3,3
1136,1451,9,2
1137,1451,8,3
1138,1452,12,2
1139,1452,16,2
1140,1452,20,1
1141,1452,17,1
1142,1453,6,1
1143,1453,3,3
1144,1453,9,1
1145,1453,5,1
1146,1454,12,3
1147,1454,4,3
1148,1455,14,2
1149,1455,4,2
1150,1456,16,1
1151,1456,19,1
1152,1456,14,1
1153,1456,8,1
1154,1457,19,3
1155,1457,6,1
1156,1458,19,1
1157,1459,6,2
1158,1460,17,2
1159,1460,20,3
1160,1461,10,1
1161,1462,15,3
1162,1462,16,2
1163,1463,8,2
1164,1463,20,1
1165,1464,20,3
1166,1464,17,2
1167,1465,11,2
1168,1465,20,3
1169,1466,8,2
1170,1467,5,1
1171,1467,1,1
1172,1467,17,3
1173,1467,14,1
1174,1468,6,2
1175,1469,18,3
1176,1470,3,2
1177,1471,20,3
1178,1471,1,3
1179,1472,17,2
1180,1472,12,1
1181,1472,17,2
1182,1472,8,2
1183,1473,12,3
1184,1473,19,1
1185,1473,14,1
1186,1473,9,2
1187,1474,3,2
1188,1474,20,3
1189,1475,9,1
1190,1475,1,3
1191,1475,1,3
1192,1475,17,1
1193,1476,13,3
1194,1477,11,2
1195,1477,12,1
1196,1478,14,3
1197,1478,19,2
1198,1479,18,2
1199,1479,19,2
1200,1479,20,2
1201,1480,7,2
1202,1480,18,3
1203,1480,16,1
1204,1480,12,3
1205,1481,9,2
1206,1481,19,2
1207,1481,13,3
1208,1481,5,3
1209,1482,8,2
1210,1483,4,1
1211,1483,17,2
1212,1484,18,3
1213,1484,2,1
1214,1484,13,3
1215,1485,3,1
1216,1486,20,2
1217,1486,3,1
1218,1486,9,1
1219,1486,12,1
1220,1487,13,2
1221,1488,20,1
1222,1488,6,3
1223,1488,16,2
1224,1489,7,3
1225,1490,7,1
1226,1490,20,3
1227,1490,17,3
1228,1491,20,1
1229,1491,2,2
1230,1492,1,1
1231,1492,3,2
1232,1493,12,3
1233,1493,13,2
1234,1493,19,1
1235,1493,17,1
1236,1494,3,3
1237,1495,18,3
1238,1495,12,2
1239,1495,9,1
1240,1496,15,2
1241,1496,19,1
1242,1497,6,2
1243,1497,17,1
1244,1497,18,1
1245,1498,11,1
1246,1498,17,2
1247,1498,18,3
1248,1499,15,2
1249,1499,19,2
1250,1499,8,2
1251,1500,15,3
1252,1500,1,2
1253,1500,4,2
1254,1500,3,2
1255,1501,8,2
1256,1501,14,2
1257,1502,9,1
1258,1503,3,2
1259,1503,11,1
1260,1503,18,1
1261,1504,11,2
1262,1504,7,3
1263,1504,9,1
1264,1504,7,2
1265,1505,8,3
1266,1505,8,2
1267,1506,8,1
1268,1506,8,3
1269,1507,5,1
1270,1507,4,1
1271,1507,16,3
1272,1508,18,1
1273,1509,12,3
1274,1509,11,2
1275,1509,19,2
1276,1509,16,1
1277,1510,13,1
1278,1510,19,1
1279,1510,2,3
1280,1511,16,3
1281,1511,2,3
1282,1511,12,2
1283,1511,6,2
1284,1512,17,2
1285,1513,1,1
1286,1513,7,2
1287,1513,19,1
1288,1514,12,3
1289,1514,9,1
1290,1514,18,2
1291,1515,9,2
1292,1515,20,2
1293,1516,6,2
1294,1516,14,1
1295,1516,14,3
1296,1517,12,2
1297,1517,9,2
1298,1517,6,3
1299,1518,19,3
1300,1518,8,1
1301,1519,8,3
1302,1519,14,2
1303,1519,7,1
1304,1520,16,1
1305,1520,6,2
1306,1521,5,3
1307,1521,17,3
1308,1521,11,2
1309,1521,10,2
1310,1522,13,1
1311,1523,2,1
1312,1523,9,2
1313,1524,15,3
1314,1525,9,2
1315,1525,12,3
1316,1525,18,2
1317,1526,1,2
1318,1526,4,2
1319,1526,20,1
1320,1527,10,2
1321,1527,11,3
1322,1528,15,1
1323,1528,13,3
1324,1528,10,2
1325,1528,5,1
1326,1529,14,3
1327,1529,20,3
1328,1529,13,1
1329,1530,6,2
1330,1531,11,2
1331,1531,10,3
1332,1532,20,3
1333,1532,13,2
1334,1532,15,2
1335,1533,14,1
1336,1533,6,1
1337,1533,5,3
1338,1533,8,3
1339,1534,3,1
1340,1534,6,2
1341,1534,4,1
1342,1535,16,3
1343,1536,1,2
1344,1537,4,2
1345,1538,3,3
1346,1538,13,2
1347,1539,8,3
1348,1539,10,2
1349,1540,5,3
1350,1540,6,1
1351,1541,12,2
1352,1542,15,3
1353,1542,9,3
1354,1542,15,1
1355,1542,18,1
1356,1543,19,2
1357,1543,17,3
1358,1543,18,2
1359,1543,12,2
1360,1544,3,2
1361,1544,10,2
1362,1545,9,1
1363,1545,10,1
1364,1545,1,3
1365,1545,5,2
1366,1546,16,3
1367,1546,1,3
1368,1546,16,2
1369,1547,1,2
1370,1547,10,3
1371,1547,8,1
1372,1548,7,2
1373,1548,18,2
1374,1548,13,1
1375,1549,13,2
1376,1549,8,2
1377,1550,14,3
1378,1551,17,3
1379,1551,9,2
1380,1552,14,1
1381,1552,3,1
1382,1552,5,2
1383,1553,15,3
1384,1554,9,3
1385,1554,20,2
1386,1554,7,2
1387,1554,1,1
1388,1555,18,1
1389,1556,4,2
1390,1556,9,1
1391,1557,1,1
1392,1557,3,1
1393,1557,1,2
1394,1557,7,2
1395,1558,10,2
1396,1558,12,2
1397,1558,2,2
1398,1558,3,1
1399,1559,9,2
1400,1560,18,2
1401,1561,7,2
1402,1561,13,1
1403,1562,8,2
1404,1563,8,3
1405,1563,2,1
1406,1563,15,3
1407,1563,4,3
1408,1564,16,2
1409,1564,10,2
1410,1565,2,3
1411,1565,18,3
1412,1566,9,2
1413,1567,7,2
1414,1567,2,3
1415,1567,7,1
1416,1568,14,2
1417,1568,1,1
1418,1569,19,1
1419,1569,13,1
1420,1569,1,1
1421,1570,20,1
1422,1570,12,1
1423,1570,8,1
1424,1570,16,1
1425,1571,2,1
1426,1571,12,3
1427,1571,5,3
1428,1572,5,2
1429,1573,11,3
1430,1573,12,2
1431,1574,1,3
1432,1574,13,2
1433,1575,9,1
1434,1575,16,3
1435,1576,18,2
1436,1576,18,3
1437,1576,16,1
1438,1576,19,1
1439,1577,11,3
1440,1577,15,2
1441,1577,20,3
1442,1578,3,3
1443,1578,5,2
1444,1579,9,3
1445,1579,12,2
1446,1579,1,3
1447,1580,6,1
1448,1580,20,2
1449,1580,20,1
1450,1580,11,3
1451,1581,18,2
1452,1582,17,3
1453,1582,16,3
1454,1583,20,2
1455,1583,11,2
1456,1584,4,1
1457,1584,17,3
1458,1584,3,1
1459,1585,6,1
1460,1585,7,1
1461,1586,7,1
1462,1586,2,3
1463,1586,13,3
1464,1586,16,3
1465,1587,2,2
1466,1587,8,3
1467,1587,3,1
1468,1588,16,1
1469,1588,15,3
1470,1589,12,3
1471,1590,12,3
1472,1590,2,3
1473,1590,9,3
1474,1590,2,3
1475,1591,10,1
1476,1592,17,1
1477,1592,4,3
1478,1593,18,2
1479,1593,7,1
1480,1594,19,3
1481,1594,6,3
1482,1595,4,3
1483,1595,19,2
1484,1595,15,3
1485,1595,14,1
1486,1596,6,3
1487,1596,13,3
1488,1597,6,3
1489,1597,20,2
1490,1597,12,2
1491,1598,12,2
1492,1598,14,3
1493,1598,11,3
1494,1599,19,3
1495,1599,7,2
